B: Pippo
N: Gallo

13 33
63 53
02 46
72 36
17 27
61 41
12 32
64 54
01 22
41 31
27 37
67 47
14 24
36 45
33 43
31 21
16 36
73 63
03 33
76 57
22 41
63 64
43 54
57 76
33 43
45 56
24 34
47 36
43 61
77 67
61 70
67 37
07 27
56 34
70 52
c71 63
52 62
63 71
27 24
34 25
24 14
25 14
00 03
64 63
05 14
63 52
62 53
52 61
53 26
61 34
26 35
34 25
10 21
25 07
35 62
37 47
62 42
75 53
42 72
END:0
