B: Pippo
N: Kasparov

62 52
36 45
01 13
45 46
52 42
46 35
13 21
35 24
42 52
24 25
52 51
25 24
51 60
24 34
21 40
34 44
40 52
c44 55
60 50
55 56
50 61
56 67
52 31
67 77
61 72
77 67
72 71
67 76
31 23
76 66
23 31
66 76
31 52
76 67
52 44
67 66
71 70
66 57
44 23
57 56
23 04
56 65
04 23
65 54
70 61
54 53
23 04
53 43
04 16
43 34
END:0
